"ID","Warehouse_block","Mode_of_Shipment","Customer_care_calls","Customer_rating","Cost_of_the_Product","Prior_purchases","Product_importance","Gender","Discount_offered","Weight_in_gms"
1779,"A","Flight",3,3,206,2,"medium","M",62,3558
10370,"F","Ship",3,4,189,6,"low","F",9,4668
7656,"F","Road",4,3,140,8,"medium","M",8,4065
4278,"F","Ship",4,1,163,2,"low","F",3,4099
8253,"A","Ship",5,2,158,3,"low","M",4,4324
4606,"B","Ship",5,2,178,5,"low","F",5,5167
1089,"A","Road",5,2,196,3,"medium","M",44,2085
8841,"A","Ship",5,3,235,5,"low","M",4,1990
1861,"D","Ship",4,4,226,7,"low","M",9,2182
10879,"D","Ship",3,5,272,2,"medium","M",6,4652
10306,"B","Ship",4,4,154,3,"low","M",4,5393
7374,"F","Road",5,4,264,3,"high","M",9,5841
7893,"A","Ship",6,2,99,3,"low","M",8,5872
10518,"F","Ship",5,5,141,3,"low","M",4,4534
2992,"B","Road",5,3,239,5,"medium","F",19,2988
3797,"C","Ship",6,4,237,5,"medium","F",10,5434
6079,"D","Ship",4,1,239,4,"high","M",2,5502
1177,"D","Ship",6,4,269,2,"high","M",47,4000
8209,"D","Road",5,5,247,2,"medium","M",5,4250
1057,"D","Ship",3,4,272,4,"low","F",23,2048
3706,"B","Flight",3,2,269,2,"medium","F",1,4978
6440,"F","Flight",4,1,173,3,"low","F",4,4634
7123,"D","Flight",5,1,198,4,"low","F",5,5025
2257,"D","Ship",3,4,230,3,"high","F",22,3546
1525,"D","Ship",3,1,249,3,"low","F",43,3277
6420,"F","Road",4,2,206,2,"medium","M",5,4635
5809,"D","Ship",2,1,197,4,"low","M",5,4614
2079,"A","Ship",3,5,271,4,"low","F",10,1679
10833,"A","Flight",3,1,148,4,"low","M",9,5536
8987,"C","Ship",4,3,146,3,"medium","F",10,5372
7009,"D","Ship",4,1,196,2,"low","M",3,4752
8765,"C","Flight",4,1,156,2,"medium","M",4,5225
3037,"D","Ship",5,1,270,3,"high","M",52,3908
6485,"C","Ship",3,5,240,7,"medium","F",9,5525
3558,"F","Flight",4,5,214,2,"low","M",8,4512
4568,"F","Ship",4,2,262,4,"low","M",2,5311
7842,"F","Ship",2,2,201,3,"high","M",2,4865
2351,"C","Ship",5,1,170,3,"high","M",58,1651
7666,"B","Road",5,4,199,5,"medium","F",6,4417
3651,"A","Ship",3,5,165,3,"low","M",3,5409
6266,"F","Ship",4,4,217,6,"medium","M",9,1974
1871,"C","Ship",3,1,245,4,"high","F",47,3111
9886,"B","Ship",5,1,275,5,"low","M",6,1156
5034,"F","Ship",6,5,276,4,"medium","F",6,1005
5005,"D","Ship",4,3,161,6,"low","M",6,5560
8060,"F","Road",5,2,191,4,"low","F",3,5578
363,"A","Ship",3,5,203,2,"medium","M",61,3642
8816,"F","Ship",4,4,268,3,"low","F",9,4118
2573,"C","Ship",2,1,282,5,"low","F",51,1362
9459,"A","Flight",5,1,271,5,"low","M",4,1353
10602,"F","Ship",3,3,158,3,"low","F",6,5261
3329,"C","Ship",5,5,219,2,"medium","M",4,4289
2373,"A","Ship",2,3,129,3,"low","M",50,1111
702,"F","Flight",4,2,197,7,"medium","M",43,3730
1378,"B","Flight",4,3,258,2,"high","M",11,2252
959,"C","Flight",4,1,161,2,"high","F",21,1075
2273,"C","Ship",5,5,234,6,"low","F",52,2615
10863,"A","Ship",6,4,242,3,"medium","M",9,5920
9681,"A","Ship",7,3,255,4,"medium","F",4,1373
8589,"A","Ship",5,1,211,3,"low","M",7,5594
5031,"A","Ship",6,3,281,4,"medium","F",7,1599
10771,"D","Ship",4,1,249,6,"medium","M",7,1415
744,"F","Ship",3,3,153,5,"low","M",35,1089
564,"F","Flight",3,3,229,3,"low","M",14,2164
10776,"F","Ship",5,3,230,5,"low","M",7,1996
9784,"B","Ship",4,3,99,6,"medium","M",9,5903
2290,"B","Ship",3,1,238,2,"medium","F",50,3438
3482,"F","Ship",4,3,254,4,"low","M",9,4492
5327,"C","Road",6,1,250,3,"low","M",5,5621
5287,"D","Ship",3,5,218,2,"low","M",4,5142
87,"A","Ship",4,1,185,2,"low","M",44,2910
4313,"C","Ship",3,5,150,4,"medium","F",8,4433
5633,"C","Flight",5,4,217,2,"medium","F",3,5925
860,"F","Ship",4,1,265,4,"low","F",30,3896
5620,"B","Flight",3,5,165,4,"low","M",6,4795
7817,"C","Flight",4,3,181,3,"low","M",4,4399
6134,"F","Ship",5,5,206,3,"low","M",1,5520
2446,"B","Road",4,3,216,3,"medium","M",35,2567
628,"B","Ship",4,2,190,5,"high","F",38,3022
5368,"B","Ship",5,2,203,6,"medium","F",7,5289
1104,"F","Flight",3,3,104,5,"medium","F",41,1936
1493,"C","Road",5,1,105,5,"low","M",1,1101
4062,"F","Ship",3,5,154,2,"medium","M",6,4744
3926,"F","Ship",6,1,251,4,"low","M",2,5656
9710,"F","Road",4,3,219,6,"medium","F",2,1634
4784,"F","Road",3,1,221,2,"low","F",7,5320
2811,"A","Ship",4,2,225,2,"low","F",6,2010
1473,"A","Ship",4,3,233,2,"low","F",45,2732
2572,"B","Ship",4,5,212,4,"low","M",21,1014
4364,"F","Road",4,2,231,3,"high","M",3,5112
10934,"F","Road",5,1,251,6,"low","F",3,1562
10329,"A","Ship",4,4,134,5,"medium","M",2,5865
8863,"D","Ship",4,5,239,5,"low","M",6,1336
4933,"D","Flight",5,1,266,3,"low","M",10,5858
2569,"D","Ship",4,2,141,2,"low","F",8,1495
9410,"F","Ship",7,1,264,4,"medium","F",5,1238
4745,"C","Ship",4,1,205,3,"low","F",10,4923
2551,"D","Ship",3,1,178,3,"low","F",11,1481
128,"F","Road",3,3,147,4,"low","F",60,1722
7211,"C","Ship",6,5,248,4,"low","F",10,1005
1435,"D","Ship",3,5,172,2,"medium","M",60,1840
102,"F","Ship",5,5,227,4,"low","M",53,2624
7255,"D","Road",3,2,229,3,"low","M",2,4447
4066,"B","Ship",5,4,227,2,"medium","M",10,4734
3457,"D","Ship",6,4,243,6,"low","M",8,5218
453,"A","Ship",3,2,157,2,"medium","M",53,1390
4585,"D","Ship",3,1,156,3,"medium","M",9,4278
6138,"F","Ship",3,3,168,4,"low","F",4,4096
9321,"A","Flight",4,1,252,4,"low","F",7,5459
8146,"B","Ship",5,2,284,4,"low","M",1,4171
6050,"F","Ship",4,1,239,5,"low","F",1,1780
815,"C","Road",4,4,161,3,"high","F",59,1165
8766,"F","Flight",3,5,179,3,"low","M",2,4913
644,"F","Ship",4,3,197,4,"medium","M",58,3617
7238,"F","Road",3,1,238,3,"medium","F",6,5092
8240,"F","Ship",3,2,185,4,"low","M",6,5854
8151,"A","Ship",3,3,164,3,"high","M",9,5070
3437,"C","Flight",2,3,160,2,"high","M",3,4409
7120,"B","Flight",3,4,200,4,"medium","F",8,4944
9366,"F","Ship",4,5,219,3,"low","F",1,5221
2608,"B","Flight",3,2,218,3,"medium","F",52,2149
9721,"D","Road",4,2,147,3,"low","M",3,4152
4358,"F","Road",5,1,201,3,"low","M",4,5166
1590,"F","Ship",4,2,199,2,"medium","F",4,3351
7368,"F","Ship",3,4,140,6,"low","M",9,4558
3352,"B","Ship",4,4,268,3,"low","M",7,5947
9027,"A","Road",3,4,162,5,"low","F",1,4240
9742,"B","Flight",2,5,151,3,"medium","M",9,4767
2899,"D","Ship",4,2,180,3,"low","M",22,1261
10707,"A","Ship",5,4,255,6,"low","M",4,1255
1821,"A","Ship",4,3,201,2,"medium","F",18,3461
10478,"F","Ship",5,1,248,5,"low","M",3,1642
7917,"A","Ship",3,3,230,3,"low","M",4,4018
8793,"A","Ship",3,1,160,3,"medium","F",5,5524
1759,"D","Road",3,2,267,5,"low","F",48,2622
8910,"F","Flight",7,2,288,4,"high","M",4,1321
2107,"D","Ship",3,1,111,4,"low","F",8,1620
1019,"C","Ship",3,2,167,2,"low","M",2,1010
2020,"B","Ship",4,4,212,3,"medium","M",50,2073
8735,"C","Ship",3,2,186,2,"medium","M",3,5712
7757,"C","Ship",7,3,272,4,"medium","M",7,1067
10546,"B","Flight",5,1,202,4,"low","F",2,5748
296,"F","Ship",3,1,202,2,"medium","M",62,3398
5144,"F","Ship",5,2,206,2,"medium","F",2,5627
5853,"A","Ship",3,4,206,4,"medium","M",2,4372
10122,"F","Road",3,3,274,4,"medium","F",7,4828
764,"F","Ship",3,3,221,2,"medium","F",26,3120
5566,"B","Ship",4,1,173,2,"medium","F",8,4893
9926,"F","Ship",6,3,247,4,"medium","M",7,1626
9546,"F","Ship",3,3,190,3,"low","F",9,5279
8314,"B","Ship",7,4,289,4,"low","M",1,1657
3047,"C","Ship",5,2,225,3,"medium","M",1,2049
8690,"F","Ship",4,4,151,3,"medium","F",5,4732
1043,"C","Ship",5,1,170,3,"medium","F",60,1883
376,"B","Ship",3,5,262,2,"low","F",53,3275
4562,"F","Ship",5,3,227,4,"low","F",10,1317
6101,"C","Ship",4,3,163,3,"low","F",7,4556
919,"D","Ship",3,4,188,3,"high","M",11,3072
10865,"C","Ship",5,3,148,3,"low","M",7,4714
1487,"C","Road",3,1,209,3,"low","F",20,3181
6109,"D","Ship",2,5,189,2,"low","M",9,5245
5999,"C","Ship",6,2,266,4,"low","F",9,1220
5661,"A","Ship",4,4,152,2,"medium","F",5,5324
9558,"F","Ship",4,5,184,3,"low","M",5,4039
7025,"C","Ship",5,1,153,2,"low","F",7,4944
854,"F","Ship",5,4,279,2,"medium","F",1,3933
8717,"C","Ship",5,5,198,3,"low","F",5,4754
10006,"B","Flight",3,1,199,3,"high","M",3,5127
10947,"A","Road",4,2,252,5,"medium","M",7,1134
108,"F","Ship",4,5,216,3,"high","M",26,2053
10337,"C","Ship",3,3,214,3,"medium","M",3,4056
10958,"F","Flight",4,3,229,4,"low","F",7,4829
3862,"B","Ship",4,5,226,2,"high","M",2,5881
3018,"F","Flight",4,1,235,2,"high","M",64,2107
2285,"C","Ship",6,3,134,8,"high","F",12,1371
10248,"F","Ship",4,3,195,3,"medium","M",5,5863
8588,"F","Ship",4,5,239,3,"low","M",6,5154
144,"F","Flight",2,1,205,4,"medium","F",63,2156
10027,"D","Ship",5,3,255,4,"medium","F",4,4178
3733,"D","Ship",5,5,273,4,"low","M",1,5225
5254,"B","Ship",6,4,275,4,"low","M",10,1266
10713,"A","Ship",4,2,233,5,"low","F",8,1097
8444,"F","Ship",4,1,243,3,"high","F",5,5989
2069,"C","Flight",5,4,178,7,"medium","F",36,1179
4963,"D","Ship",4,5,169,4,"low","M",6,4168
133,"D","Flight",5,2,247,3,"low","M",17,3889
10772,"F","Ship",4,1,250,6,"medium","F",7,1292
9995,"C","Road",2,1,135,4,"medium","F",8,5001
9833,"C","Ship",6,5,217,4,"low","F",2,4073
386,"F","Road",2,5,182,2,"medium","F",57,2896
1802,"F","Ship",3,1,195,3,"high","M",5,3251
8482,"B","Road",3,2,227,2,"low","M",10,5401
8962,"B","Ship",6,4,257,6,"low","F",7,4265
5756,"F","Flight",6,1,309,4,"low","F",6,1866
7500,"F","Ship",5,5,262,6,"low","F",5,1418
9094,"B","Ship",6,5,289,4,"low","M",5,1600
2158,"B","Ship",3,5,208,3,"low","F",41,3977
4297,"D","Ship",3,4,268,2,"medium","F",4,1442
487,"D","Ship",3,1,294,4,"low","F",25,1498
7379,"C","Road",5,4,254,2,"low","M",9,5658
10647,"A","Ship",3,2,159,2,"medium","M",8,4326
3254,"F","Ship",3,3,235,3,"medium","F",10,4186
1421,"C","Ship",5,4,230,3,"low","F",39,3989
908,"F","Ship",5,1,165,2,"high","M",54,1190
3363,"A","Ship",3,2,206,3,"high","F",1,4431
9992,"F","Road",3,1,256,3,"low","F",5,5643
247,"D","Ship",2,3,139,3,"low","F",3,1788
8054,"F","Ship",7,4,269,4,"medium","M",5,1073
8649,"A","Ship",5,5,272,4,"medium","M",10,1383
9183,"A","Flight",6,3,266,4,"medium","F",8,1547
6320,"F","Ship",4,3,252,3,"medium","F",7,4852
8775,"A","Flight",4,2,242,2,"medium","F",8,5243
647,"C","Ship",4,2,153,3,"medium","F",53,1185
2732,"F","Road",3,3,236,2,"medium","F",58,3360
492,"F","Ship",5,4,224,3,"low","F",34,2627
3807,"A","Ship",3,2,156,8,"medium","M",6,5637
3586,"B","Ship",4,5,214,2,"low","M",3,5546
1620,"F","Road",4,1,167,3,"low","F",10,1616
7348,"B","Ship",3,3,232,2,"low","M",5,4255
3129,"A","Road",3,1,169,3,"high","M",24,1740
5435,"C","Ship",4,4,241,3,"low","F",8,5206
553,"D","Flight",3,4,156,2,"low","M",8,1145
9972,"F","Ship",3,3,137,3,"low","F",8,4742
1864,"B","Ship",4,1,192,3,"medium","F",29,3347
1443,"A","Ship",3,4,155,4,"low","M",54,1885
5238,"F","Ship",3,1,176,3,"low","F",7,4276
7445,"C","Ship",3,1,223,7,"high","M",5,4439
7200,"F","Ship",7,3,278,4,"low","M",2,1038
9979,"D","Road",4,1,208,3,"medium","F",7,4592
10229,"C","Ship",3,1,238,2,"low","M",9,5158
1031,"C","Ship",4,1,239,2,"high","M",16,2504
4330,"B","Ship",5,2,172,2,"high","F",1,5112
2531,"C","Ship",4,1,141,2,"low","F",23,1689
3417,"A","Road",3,4,148,4,"medium","F",9,5301
10389,"A","Road",3,1,149,3,"medium","F",9,5952
1587,"A","Ship",4,5,181,2,"medium","M",59,2239
10711,"D","Ship",4,2,262,6,"medium","F",2,1069
1651,"D","Flight",4,2,203,5,"low","F",20,3098
3402,"F","Road",4,5,167,2,"low","F",7,4289
6818,"F","Ship",7,2,302,4,"low","M",6,1632
5776,"B","Ship",5,2,264,6,"medium","M",10,1659
5195,"C","Road",4,2,262,3,"low","F",9,4941
7512,"F","Road",7,5,275,4,"low","F",3,1107
1630,"B","Road",3,2,150,3,"medium","M",29,1354
7998,"F","Ship",6,1,306,4,"low","F",4,1449
8864,"F","Ship",6,2,305,4,"low","M",2,1196
5527,"D","Ship",6,5,252,4,"low","F",9,1460
2136,"F","Ship",3,3,188,4,"medium","M",3,3075
10420,"B","Flight",2,1,238,4,"medium","F",4,4780
5148,"F","Ship",3,4,106,6,"medium","F",7,4621
8343,"A","Road",6,4,262,5,"low","M",9,1369
1524,"F","Flight",3,5,202,2,"low","F",4,3372
8978,"F","Ship",4,4,101,5,"low","F",8,4192
3946,"B","Ship",3,4,238,2,"medium","M",3,4930
827,"C","Flight",5,2,232,2,"medium","M",24,2174
4876,"B","Ship",4,5,234,3,"medium","F",3,5142
9610,"B","Ship",4,3,231,3,"medium","F",8,5069
2616,"F","Flight",3,5,102,6,"medium","M",3,1341
2684,"F","Ship",3,1,160,3,"low","M",57,1833
8825,"C","Ship",5,2,254,6,"low","M",5,1885
6167,"C","Flight",4,3,250,2,"medium","M",4,4808
8968,"B","Ship",4,1,238,4,"medium","F",10,4860
9822,"F","Ship",4,2,151,3,"medium","M",3,5154
7419,"A","Ship",4,4,254,5,"low","M",9,1654
1131,"A","Ship",5,1,230,6,"low","F",60,2067
4333,"D","Ship",4,1,189,2,"low","M",10,4646
1890,"F","Ship",3,4,190,10,"medium","F",38,2018
9395,"C","Ship",3,1,193,10,"high","F",1,4459
5334,"F","Road",3,2,158,3,"medium","M",4,5335
4404,"F","Ship",5,3,187,3,"low","F",3,4343
2997,"A","Road",3,1,132,4,"medium","M",58,1067
7637,"C","Ship",3,4,162,4,"medium","M",10,4235
6398,"F","Ship",4,3,250,3,"high","F",4,5272
10832,"F","Flight",5,4,145,2,"low","M",2,4753
8378,"F","Ship",3,3,212,2,"low","M",2,5125
4407,"A","Ship",3,3,269,3,"medium","M",5,4197
2019,"A","Ship",5,4,206,4,"low","F",3,3755
2548,"B","Ship",5,2,235,2,"low","F",61,3451
5750,"F","Flight",4,1,179,3,"high","M",5,4129
1967,"C","Ship",4,1,195,3,"low","M",43,2849
4279,"D","Ship",6,2,271,10,"medium","F",2,4145
10627,"D","Ship",5,4,180,2,"low","F",9,5208
8539,"D","Ship",4,3,239,3,"low","M",10,4020
4490,"F","Ship",3,2,134,3,"low","M",6,4778
6557,"C","Road",5,3,265,5,"medium","F",6,1929
8781,"A","Flight",5,5,185,5,"low","M",5,4078
5305,"D","Ship",4,5,183,2,"medium","F",8,4422
6583,"D","Flight",7,2,279,4,"medium","F",1,1480
2161,"D","Ship",3,4,254,2,"medium","F",44,3786
5630,"F","Flight",4,4,265,2,"medium","F",9,4106
4210,"B","Ship",5,4,252,3,"medium","M",6,5221
8692,"B","Ship",4,2,150,2,"low","F",2,5301
1216,"B","Road",4,2,202,2,"low","F",45,3008
2395,"D","Ship",4,5,227,3,"low","M",65,3984
8423,"C","Ship",5,2,208,3,"low","M",6,4744
9966,"F","Ship",6,3,280,4,"low","M",2,1753
9984,"F","Road",4,2,158,3,"medium","F",9,4078
9776,"F","Ship",4,1,255,3,"medium","F",6,4313
129,"A","Road",4,4,200,4,"medium","M",16,2060
2424,"F","Ship",4,4,226,2,"high","M",53,3154
3145,"D","Road",4,5,139,3,"low","M",5,5335
2792,"F","Ship",5,4,193,3,"low","M",55,2758
314,"F","Ship",4,3,272,3,"medium","M",38,3705
4324,"B","Ship",3,4,268,2,"medium","M",8,1991
8881,"D","Road",7,5,308,4,"medium","M",1,1477
8101,"D","Ship",4,1,165,3,"medium","F",10,4574
823,"D","Flight",3,3,268,3,"low","F",33,3872
10058,"F","Ship",4,2,210,2,"medium","F",1,5437
10005,"A","Flight",4,1,204,3,"medium","M",3,4310
8164,"B","Ship",5,1,146,3,"high","F",3,4345
407,"C","Flight",4,1,180,2,"low","M",23,1193
5024,"F","Ship",6,5,274,4,"low","M",6,1066
10715,"C","Ship",5,4,254,5,"low","M",10,1350
280,"B","Flight",3,1,151,2,"low","M",60,1925
3579,"A","Flight",3,2,169,2,"medium","F",10,4038
9402,"F","Ship",6,3,276,4,"low","F",8,1754
517,"D","Ship",3,5,274,3,"medium","F",51,3476
3793,"D","Ship",4,1,180,3,"low","F",1,5677
3590,"F","Ship",3,1,121,2,"low","M",2,5210
8861,"C","Ship",7,1,307,4,"low","M",4,1371
851,"C","Ship",4,2,170,2,"low","F",1,1446
10905,"A","Ship",4,2,218,2,"low","M",4,4299
3465,"A","Ship",2,5,247,4,"medium","M",4,5255
10295,"C","Ship",3,5,181,4,"low","F",1,5812
6314,"F","Flight",4,4,256,5,"low","M",9,1622
7652,"F","Road",5,2,233,4,"medium","F",9,5539
793,"D","Ship",2,4,121,5,"low","M",32,1788
703,"D","Ship",3,4,265,8,"low","F",35,3299
324,"F","Ship",3,1,192,2,"low","M",33,2818
8427,"A","Ship",3,4,240,2,"medium","F",2,5661
3641,"C","Ship",3,2,159,3,"medium","M",4,5577
9767,"C","Ship",5,2,182,4,"medium","F",9,5159
3390,"F","Ship",4,5,256,3,"medium","M",10,4504
2106,"F","Ship",4,5,237,2,"medium","F",60,3427
787,"D","Ship",4,2,210,3,"low","M",16,2046
8068,"B","Road",3,1,225,2,"low","F",2,4438
9783,"A","Ship",3,4,213,3,"high","M",7,5516
1373,"C","Flight",4,5,150,2,"low","F",30,1782
1592,"F","Ship",5,3,252,2,"low","M",11,3036
660,"F","Road",5,3,138,2,"low","M",13,1056
5006,"F","Ship",4,4,227,2,"low","F",7,4916
1038,"F","Ship",3,1,156,3,"medium","M",49,1253
6574,"B","Flight",4,4,223,5,"medium","M",4,1344
10340,"F","Ship",4,5,265,2,"low","F",6,4660
64,"B","Ship",3,1,177,3,"medium","M",61,1880
2131,"D","Ship",4,2,271,3,"medium","M",50,3448
9112,"B","Ship",3,2,173,2,"low","F",8,5492
626,"F","Ship",3,2,238,3,"high","F",54,3142
8498,"F","Flight",3,2,264,4,"medium","M",1,4877
6850,"B","Flight",3,1,158,7,"medium","F",6,4166
5607,"A","Road",5,2,135,2,"medium","M",4,5405
5502,"F","Ship",6,2,285,4,"medium","M",6,1016
4848,"F","Ship",3,3,101,2,"medium","M",9,4860
2506,"B","Ship",3,4,138,6,"medium","M",5,1853
6293,"C","Road",6,1,246,4,"medium","M",4,1504
8097,"A","Flight",4,2,216,3,"low","M",4,4309
8567,"C","Ship",4,5,183,4,"low","M",3,5881
5920,"B","Ship",3,3,149,3,"low","M",6,4654
284,"F","Flight",5,4,165,3,"low","F",20,1150
6940,"B","Ship",4,2,224,3,"low","M",1,5821
1863,"A","Ship",2,1,104,7,"low","M",30,1870
1950,"F","Ship",5,1,201,2,"medium","F",54,2158
8094,"F","Flight",5,1,226,4,"high","F",2,5600
8608,"B","Road",6,5,275,4,"low","F",6,1872
8168,"F","Ship",4,2,185,3,"low","M",1,4786
3210,"F","Ship",5,2,173,2,"low","M",7,5836
4759,"D","Ship",7,2,291,4,"low","F",8,1275
9505,"D","Ship",4,4,251,3,"medium","F",9,5350
4973,"C","Ship",3,5,239,6,"low","F",8,5791
9547,"D","Ship",3,2,189,2,"low","M",6,4488
9300,"F","Road",3,3,173,2,"low","M",5,4703
4023,"A","Ship",5,5,194,4,"medium","F",4,4003
10757,"C","Ship",2,4,160,5,"low","F",3,1645
10926,"F","Ship",5,1,240,5,"low","M",10,1373
7173,"A","Ship",5,3,245,5,"low","F",3,1409
7555,"D","Ship",5,5,203,5,"medium","M",1,5356
10915,"D","Ship",4,1,261,4,"medium","F",6,4888
10435,"D","Ship",3,5,286,6,"high","M",8,4777
4206,"F","Ship",5,2,243,3,"low","M",4,5415
3729,"A","Ship",5,2,181,3,"low","M",7,5875
6849,"A","Flight",3,5,265,10,"low","M",6,4380
9390,"F","Ship",4,2,210,3,"low","F",9,4102
4400,"F","Flight",4,4,165,6,"low","F",5,4640
5512,"B","Ship",6,2,309,4,"low","M",7,1941
7891,"D","Ship",3,2,262,2,"low","M",7,5141
384,"F","Ship",4,5,175,2,"low","M",40,1270
6776,"F","Ship",3,1,166,3,"medium","F",9,4251
5330,"F","Road",5,1,234,3,"high","F",9,5548
10873,"D","Ship",3,4,177,2,"medium","M",3,4240
5846,"F","Ship",5,1,138,3,"low","M",10,5612
9764,"F","Ship",6,5,211,6,"low","M",3,4957
5943,"A","Ship",4,5,252,3,"medium","F",4,5017
10157,"C","Ship",4,4,243,3,"high","F",4,5082
8644,"B","Flight",6,4,303,5,"low","M",5,1195
573,"A","Ship",3,4,234,2,"medium","M",46,3108
1611,"A","Ship",5,4,259,3,"low","F",38,3720
5165,"C","Ship",4,2,166,3,"medium","F",8,4758
8345,"C","Road",6,1,302,4,"low","F",1,1622
1700,"F","Ship",3,2,223,4,"low","F",20,3955
3781,"D","Ship",3,3,231,2,"high","F",8,5021
479,"C","Ship",3,4,145,8,"low","F",24,1594
1922,"F","Flight",6,4,194,3,"low","M",10,2554
7914,"F","Ship",4,2,192,2,"low","M",9,4140
8544,"F","Ship",4,2,167,4,"high","M",5,5250
9684,"F","Ship",4,1,234,5,"low","M",3,1134
8389,"D","Ship",2,4,149,5,"medium","F",7,5541
4083,"A","Ship",6,2,144,7,"high","M",1,5501
3298,"B","Flight",3,3,205,2,"medium","M",6,4989
10895,"C","Ship",3,2,248,3,"medium","M",8,5171
5863,"D","Ship",3,3,269,3,"low","M",4,4309
10068,"F","Ship",4,4,259,2,"low","M",6,4308
4186,"B","Ship",5,5,228,4,"low","M",6,4946
4064,"F","Ship",3,5,193,3,"medium","F",9,4982
5671,"D","Ship",5,5,200,3,"low","M",6,4401
2664,"F","Ship",4,4,151,2,"low","F",38,1001
8971,"D","Ship",4,5,247,2,"medium","F",9,4656
8827,"D","Ship",5,3,267,6,"low","F",8,1421
10004,"F","Flight",3,5,125,2,"low","F",2,4182
249,"A","Road",2,2,134,3,"low","F",38,1530
10714,"B","Ship",5,5,221,5,"low","F",8,1123
7239,"A","Road",3,3,99,5,"medium","M",9,5470
101,"C","Ship",5,3,143,2,"medium","M",59,1837
7965,"A","Ship",7,1,291,4,"medium","F",1,1796
3665,"C","Ship",3,3,250,5,"medium","M",8,5762
520,"B","Ship",3,1,215,3,"medium","F",2,3873
5670,"F","Ship",3,5,149,3,"low","F",7,4357
8313,"A","Ship",4,1,226,5,"medium","M",6,1723
10264,"B","Road",3,3,160,2,"medium","F",3,4665
3415,"D","Road",3,1,258,4,"medium","F",6,5365
7435,"D","Ship",5,1,171,2,"low","M",9,5252
650,"F","Ship",5,4,162,2,"low","F",54,1635
617,"C","Ship",5,5,143,2,"high","F",18,1066
4676,"F","Ship",4,4,269,4,"medium","F",3,5032
1846,"B","Ship",4,4,201,10,"medium","M",17,2059
4223,"C","Road",5,4,168,4,"medium","M",5,5580
3680,"F","Road",4,3,240,2,"medium","F",2,5588
7568,"F","Ship",3,1,251,2,"low","F",7,5368
1428,"F","Ship",4,5,158,4,"low","F",4,1595
7300,"B","Ship",5,4,250,4,"low","M",2,4183
4105,"D","Road",4,4,186,2,"low","F",1,4519
4944,"F","Flight",3,5,135,3,"low","M",3,4938
5361,"A","Ship",3,3,223,3,"medium","F",4,5062
9439,"D","Road",6,4,205,4,"low","F",10,1974
3338,"F","Ship",6,2,204,4,"medium","F",2,4431
5864,"F","Ship",5,3,121,2,"medium","F",4,5231
9101,"C","Ship",5,1,240,5,"low","M",2,1400
10640,"F","Ship",3,3,176,8,"medium","F",1,4895
5337,"A","Road",6,3,233,3,"medium","F",9,4293
4754,"F","Ship",6,2,247,4,"low","M",10,1556
9792,"F","Ship",3,1,250,3,"medium","F",6,5832
8778,"F","Flight",5,2,226,3,"medium","F",1,5451
812,"F","Road",4,1,182,3,"medium","M",28,2005
2480,"F","Flight",3,1,257,2,"low","F",45,3496
5956,"B","Ship",3,4,153,3,"medium","F",9,5474
9754,"B","Ship",3,5,202,2,"medium","F",8,4552
9845,"C","Road",2,2,174,3,"low","F",3,5348
338,"F","Ship",4,4,201,2,"low","F",1,3147
7809,"A","Flight",4,2,196,3,"medium","F",2,4474
5845,"D","Ship",3,4,98,3,"low","M",5,4432
6512,"F","Ship",5,2,222,5,"low","F",5,1329
8398,"B","Ship",3,1,167,3,"medium","M",10,4341
8634,"F","Flight",5,1,235,5,"low","F",10,1920
4777,"D","Road",4,5,169,10,"medium","F",6,4385
8147,"C","Ship",2,5,233,3,"low","M",9,4751
2267,"C","Ship",5,3,194,3,"medium","F",6,2736
6919,"D","Ship",6,1,254,4,"medium","F",6,1928
8782,"B","Flight",3,2,199,3,"low","F",8,5431
10548,"F","Flight",2,5,156,5,"medium","M",7,5780
7310,"F","Ship",4,2,268,2,"medium","F",8,4219
1372,"B","Flight",5,4,268,3,"medium","M",6,2206
9812,"F","Ship",4,3,274,3,"low","F",5,4409
6063,"A","Ship",3,4,164,3,"low","F",4,4796
6081,"A","Ship",3,1,133,3,"medium","M",7,4004
9009,"A","Ship",6,2,130,5,"low","M",3,5654
2823,"A","Ship",5,5,134,2,"medium","M",64,1785
220,"B","Ship",3,5,270,3,"low","M",60,3885
7095,"A","Ship",3,2,182,10,"low","M",1,4303
6558,"F","Road",6,2,246,4,"medium","F",7,1297
5413,"D","Ship",3,2,177,4,"low","F",3,5527
6584,"F","Flight",5,2,244,6,"low","F",7,1315
4572,"F","Ship",2,2,171,2,"medium","F",6,5105
2214,"F","Ship",3,1,256,2,"medium","F",63,3046
4637,"C","Road",4,2,231,6,"low","M",8,5227
9839,"C","Road",5,5,203,4,"low","M",6,4557
8744,"F","Road",4,4,183,2,"low","F",7,4572
3663,"A","Ship",4,3,272,2,"medium","F",5,4681
6581,"C","Flight",6,5,305,4,"medium","M",10,1418
8714,"F","Ship",4,3,164,4,"medium","M",1,4257
611,"C","Ship",3,4,134,2,"medium","M",43,1198
7671,"A","Flight",6,4,284,4,"low","F",9,1436
217,"D","Ship",4,3,185,3,"medium","M",3,3131
10728,"F","Ship",5,4,219,5,"low","M",10,1363
8654,"F","Ship",4,1,255,5,"low","F",9,1793
4819,"D","Ship",4,3,260,5,"low","M",10,1832
